"text";"mark";"id"
"Скисание молока в теплой комнате. Только во время этого явления происходит образование нового вещества.";"2";"5426391"
"химическим явлением является скисание молока в теплой комнате, потому что при соприкосновении кислорода с молоком происходит окисление";"2";"5426392"
"Скисание молока в теплой комнате,потому что образуются новые вещества";"2";"5426393"
"Скисание молока в тёплой комнате,это происходит так как изменяется агрегатное состояние молока и в нём образуются новые вещества";"1";"5426394"
"Движение автомобиля, так как при движении расходуется топливо";"0";"5426395"
"Скисание молока в тёплой комнате является химическим явлением, так как при этом процессе образуется новое вещество, а при остальных процессах новые вещества не образуются.";"2";"5426396"
"Скисание молока в теплой комнате.Так как после скисания молока можно образовать новый продукт.";"1";"5426397"
"Скисание молока так как образуется новое вещество. ";"2";"5426398"
"Скисание молока в теплой комнате 
Это является химических элементом потому, что образуются дрожжи и молоко скисает   ";"1";"5426399"
"скисание молока так как тепло воспроизводит окисление кисломолочных продуктов";"2";"5426400"
"скисание молока так как это образует новое вещество ";"2";"5426401"
"Химическим явлением является скисание молока в теплой комнате  так как образуется новое вещество ";"2";"5426402"
"Скисание молока в тёплой комнате является химическим явлением так, как образуется новое вещество.";"2";"5426403"
"Скисание молока в теплой комнате,так как появляются новые вещества";"2";"5426404"
"скисание молока в теплой комнате потому что выделяется осадок и появляется запах и значит это химический процесс";"1";"5426405"
"Скисание молока, так как образуется новое вещество - кефир или другой кисломолочный продукт.";"2";"5426406"
"Скисание молока в тёплой комнате т.к молоко имеет свойство изменять свою структуру и скисать без физической помощи.";"1";"5426407"
"Скисание молока в теплой комнате, так как молоко скисает и вернуть в прежнее состояние невозможно";"1";"5426408"
"Скисание молока в теплой комнате - это химическое явление, т.к. вещество через некоторое время не приобретет свое изначальное состояние.";"1";"5426409"
"Скисание молока в тёплой комнате.Потому что происходит процесс брожения ";"1";"5426410"
"Скисание молока в тёплой комнате. Потому что в молоко попадают вредные вещества, которые способствуют его скисанию.";"1";"5426411"
"Я считаю, что скисание молока в тёплой комнате - химическое явление.
Так как в процессе этого одни вещества заменяются на другие.";"1";"5426412"
"Скисание молока в теплой комнате- это химическое явление поскольку изменяется состав вещества(молока)";"1";"5426413"
"Скисание молока является химическим процессом, так как при нем одно вещество превращается в другое. Все остальные процессы - физические.";"1";"5426414"
"Я думаю, что скисание молока - это химическое явление, потому что это связано с молекулами молока.";"1";"5426415"
"скисание молока в теплой комнате является химическим явлением, так как происходит процесс брожения.";"1";"5426416"
"Скисание молока в тёплой комнате, потому что химическое явление - это явление, при котором состав вещества либо полностью, либо не полностью меняется, что и происходит при скисании молока.";"2";"5426417"
"скисание молока в теплой комнате потому, что консистенция молока меняется, а это относится к химическим явлениям. происходит процесс брожения.";"2";"5426418"
"Я думаю, что скисание молока в тёплой комнате является химическим явлением т.к у данного продукта есть обязательные правила хранения и его нельзя оставлять в тепле. ";"1";"5426419"
"Я считаю, что скисание молока в тёплой комнате это химическое явление, потому что там происходит именно химическое изменение вещества.  ";"1";"5426420"
"Скисание молока в теплой комнате, так как только при скисании молока происходит образование нового вещества.";"2";"5426421"
"Скисание молока в теплой комнате является химическим явлением, так как только в этом явлении меняется цвет, запах и состав вещества";"1";"5426422"
"Скисание молока является химическим явлением так как молоко меняет вкус, запах, становится густым.";"1";"5426423"
"Скисание молока, так как при условии комнатной температуры молоко меняет внешний вид, агрегатное состояние и цвет ";"1";"5426424"
"скисание молока в теплой комнате является химическим явлением,потому что идет процесс брожения и организмы молока превращаются в закваску для кефира";"1";"5426425"
"скисание молока в тёплой комнате. Так как в химический состав молока попадают другие химические элементы  ";"1";"5426426"
"Скисание молока в теплой комнате ,потому что в этом случае меняется состав вещества ";"2";"5426427"
"Скисание молока в теплой комнате является химическим явлением,так как в процессе скисания состав вещества изменяется. При химическом явление состав вещества может измениться.";"1";"5426428"
"Скисание молока. Все остальные представленные явления, являются физическими.";"1";"5426429"
"Скисание молока в теплой комнате, потому что клетки молока взаимодействуя с теплым воздухом изменяют свой химический состав.";"2";"5426430"
"излучение света раскаленным металлом";"0";"5426431"
"появление радуги после дождя является химическим явлением";"0";"5426432"
"скисание молока в тёплой комнате. потому что происходит химическая реакция за которой наблюдает человек.";"1";"5426433"
"Скисание молока в тёплой комнате так как одно вещество образует другое вещество при взаимодействие с чем либо";"2";"5426434"
"я считаю что окисление молока является химическим явлением,так как происходит процесс брожения .Выделяются особые микроорганизмы которые способствуют этому процессу.";"1";"5426435"
" Скисание молока в тёплой комнате, так как там происходит химический процесс ""окисление"".
 Так же не подходят остальные варианты. Движение автомобиля, излучение света раскалённым металлом и появление радуги после дождя, являются физическими явлениями.
 ";"2";"5426436"
"скисания молока в теплой комнате ";"1";"5426437"
"Скисание молока в теплой комнате является химическим явлением так,как при этом действии получается новое вещество. Все остальные явления физические";"2";"5426438"
"Скисание молока в теплой комнате является химическим явлением, потому что все остальные явления являются физическими, выделяя энергию.";"1";"5426439"
"скисание молока в теплой комнате. ";"1";"5426440"
"скисание молока в тёплой комнате,так как вещества содержащийся в молоке не пригодны для хранения при тёплых температур ";"1";"5426441"
"Химическим явление это - скисание молока в тёплой комнате, так как оно происходит в процессе взаимодействия клеток молока с кислородом ";"1";"5426442"
"Скисание молока в тёплой комнате, тепло забирает влагу у молока и оно прокисает.";"1";"5426443"
"Скисание молока в теплой комнате. Это явление является химическим, потому что там происходит процесс окисления.";"2";"5426444"
"скисание молока в теплой комнате";"1";"5426445"
"скисание молока в теплой комнате. так как остальные явления являются физическими .";"1";"5426446"
"Скисание молока в тёплой комнате является химическим явлением.Так как при этом явлении состав вещества меняется под действием внешних признаков.";"2";"5426447"
"скисание молока-это химическое явление, потому что меняется сосав вещества. При физических явлениях состав вещества не меняется, меняется только агрегатное состояние.";"2";"5426448"
"Скисание молока в тёплой комнате является химическим явлением, потому что молоко изменяется.Становится другим веществом.";"2";"5426449"
"Скисление молока так как в нем меняет состав вещества и начинают портится в комнатной температуре ";"2";"5426450"
"молоко сворачивается ";"1";"5426451"
"скисание молока  в тёплой комнате ";"1";"5426452"
"скисание молока в теплой комнате. ";"1";"5426453"
"Скисание молока,из за того что в процессе скисания образуются новые хим.элементы";"1";"5426454"
"скисания молока в тёплой комнате это химический 
молоко в тёплой комнате  начинает окисляца ";"2";"5426455"
"химическим явлением считается скисание молока, ибо в теплой комнате молочные продукты начинают быстро скисать ";"1";"5426456"
"Химическим явлением является скисание молока в теплой комнате, потому что в ходе этого процесса вещества меняют свои свойства.";"1";"5426457"
"Скисание молока, потому что химическое явление - это явление при котором вещество изменяет свой химический состав";"1";"5426458"
"Скисание молока, так как во время скисания меняется его состав. Подтверждением этому может служить то, что вкус скисшего молока от не скисшего отличается. ";"1";"5426459"
"Скисание молока в теплой комнате так как при этом процессе лактоза (один из компонентов молока) преобразовывается в другое химическое вещество. А если у смеси меняется химический состав то это химический процесс.";"2";"5426460"
"Скисание молока является химическим процессом, т.к. изменяется химический состав вещества.";"1";"5426461"
"Скисание молока в тёплой комнате, потому что при химическом процессе добавляются какие-то молекулы другого вещества или меняется само вещество. ";"2";"5426462"
"Химическим явлением является скисание молока в тёплой комнате, потому что в это время молекулы воздуха входят в химические связи с молекулами молока.";"1";"5426463"
"Скисание молока в теплой комнате - это химическое явление, так как в процессе скисания молоко меняет свой химический состав, к тому же на первой картинке движется автомобиль (физическое явление), на второй - раскаленный металл излучает свет (физическое явление), а на четвертой - свет проходя через мельчайшие капли дождя дает спектр (физическое явление).";"2";"5426464"
"скисание молока в теплой комнате является химическим явлением . оно происходит из-за того что в молоке происходят химические процессы которые приводят к скисанию молока.";"1";"5426465"
"Из этих явлений химическое - скисание молока в теплой комнате
Так как молоко скисает при определенной температуре, когда в него попадают частицы, которые обитают только при более теплой температуре, чем температура в холодильнике";"1";"5426466"
"скисание молока в тёплой комнате, т.к. всё остальное это физические явления";"1";"5426467"
"скисание молока, потому что в молоке появляются другие вещества и оно становится уже не чистым молоком";"2";"5426468"
"Скисание молока, т.к. в данном явление происходит изменение состава вещества, а во всех остальных изменения состава нет.";"1";"5426469"
"Скисание молока, так как изменяется вкус, цвет и запах.";"1";"5426470"
"Химическое явление сопровождается образованием новых веществ/жидкостей/газов.
При движении авто выделяется углекислый газ.
При брожении молока выделяются бактерии.
Излучение света или радуга не сопровождаются выделением чего либо (кроме тепла у первого).";"0";"5426471"
"Скисание молока, так как происходит смена вкуса и цвета, то есть химические процессы";"1";"5426472"
"Скисание молока в теплой комнате. Потому что образуются новые вещества.";"2";"5426473"
"Скисание молока в теплой комнате, так как из одного вещества образовалось другое";"1";"5426474"
"Скисание молока, так как при этом процессе образуются новые вещества.
Остальные процессы физические.";"2";"5426475"
"Скисание молока в теплой комнате, так как все остальные явления являются физическими и при скисании молока в теплой комнате выпадает осадок.";"1";"5426476"
"Скисание молока в тёплой комнату, так как у молока происходит взаимодействие с кислородом, то есть окисление, а это химическая реакция.";"2";"5426477"
"Скисание молока в теплой комнате, так как в молоке образуются два новых элемента.";"1";"5426478"
"Скисание молока в тёплой комнате, так как образуется новое вещество. Все остальные явления физические.";"2";"5426479"
"Скисание молока в тёплой комнате является химическим явлением, потому что оно сопровождается образованием другого вещества.";"1";"5426480"
"Скисание молока, ведь происходит разрушение одного вещества и  образование нового вещества.";"2";"5426481"
"Скисание молока в теплой комнате. т.к при скисании молока будет образовываться новое вещество.";"2";"5426482"
"Скисание молока в теплой комнате - это химическое явление, потому что образуется новое вещество, со своими химическими свойствами.";"2";"5426483"
"Появление радуги после дождя. Это явление которое возникает в результате химической реакции, атмосферы с сильной влажностью.";"0";"5426484"
"Скисание молока, так как при этом процессе появляются новые вещества.
Все остальные явления физические, так как при них новых веществ не образуется.";"2";"5426485"
"Скисание молока-это химическое явление потому ,что образуется молочная кислота.";"1";"5426486"
"скисание молока в теплой комнате является химическим явлением, ибо меняется состав ";"2";"5426487"
"Скисание молока в теплой комнате";"1";"5426488"
"скисание молока в тёплой комнате является химическим процессом, потому что этот процесс сопровождается выпадением осадка";"1";"5426489"
"Излучение света раскаленным металлом,потому что при этом излучается тепло и свет";"0";"5426490"
"Скисание молока в тёплой комнате, потому что при этом вещество меняется.";"1";"5426491"
"скисание молока в теплой комнате, меняется цвет молока";"1";"5426492"
"скисание молока в темной комнате, потому что происходит окисление продукта ";"2";"5426493"
"Излучение света раскалённым металлом, так как металл меняет своё агрегатное состояние ";"0";"5426494"
"Скисание молока в теплой комнате, так как в нем участвует кислород , а он является окислителем веществ";"1";"5426495"
"Скисание молока является химическим явлениям, так как в этом процессе идёт преобразование составляющих продукта";"2";"5426496"
"Химическим являнием является излучение света раскалённым металлом, так как выделяется свет и тепло, что свойственно химическому явлению. ";"0";"5426497"
"Скисание молока в тёплой комнате является химическим явлением, так как изменяется состав вещества.";"2";"5426498"
"скисание молока в тёплой комнате так в этом процессе происходит  изменение вкуса";"1";"5426499"
"излучение света  раскаленным металлом,так как химические явления сопровождаются выделением света.";"0";"5426500"
"Излучение света раскаленным металлом.При химическом явлении выделяется свет и тепло.";"0";"5426501"
"Химическим явлением является излучение света раскаленным металлом , так как излучение тепла и света - один из постоянных признаков протекания химической реакции.";"0";"5426502"
"Скисание молока, так как движение автомобиля по закруглённой дороге - это физическое (механическое) явление, излучение света раскалённым металлом - это физическое (тепловое) явление, появление радуги после дождя - это физическое (оптическое) явление.";"1";"5426503"
"Скисание молока в тёплой комнате.
Потому что во время скисания молоко превращается в другое вещество с иным химическим составом.";"2";"5426504"
"Скисание молока в теплой комнате.Так как агригатное состояние меняется и меняется химический состав вещества.";"1";"5426505"
"скисание  молока в тёплой комнате
потому что химическое явление это скрещивание двух веществ";"1";"5426506"
"Скисание молока в тёплой комнате. В итоге химических явлений одно вещество превращается в другое, выделяется тепло и свет, меняется запах и цвет. А при физической реакции меняется агрегатное  состояние и форма вещества. А вещество молоко превратилось в скисшее молоко.";"1";"5426507"
"--- нет ответа ---";"-1";"5426508"
"скисание молока в теплой комнате будет являться химическим явлением, так как вещество меняется ";"1";"5426509"
"скисание молока в теплой комнате, так как молоко меняет свое агрегатное состояние.";"1";"5426510"
"Скисание молока в тёплой комнате. Появился запах.";"1";"5426511"
"Скисание молока, т.к здесь меняется вещество. А в физ.явлениях меняется только агрегатное состояние, а вещество нет.";"1";"5426512"
"Скисание молока в теплой комнате, т.к. молоко меняет свои свойства.";"1";"5426513"
"скисание молока в теплой комнате. потому что одно вещество превращается в другое.";"2";"5426514"
"Скисание молока в теплой комнате. Молекулы молока вступают в реакцию с молекулами теплого воздуха и происходит скисание ";"1";"5426515"
"скисание молока в тёплой комнате";"1";"5426516"
"Скисание молока в тёплой комнате, так как будет меняться ""состав"" - изменится вкус, запах....";"1";"5426517"
"скисание молока в теплой комнате.Потому что запах и вкус молока.";"1";"5426518"
"скисание молока в теплой комнате, так как происходит химическая реакция молока с плюсовой температурой ";"1";"5426519"
"Скисание молока является химической реакцией, т.к. при этом образуется новое вещество.";"2";"5426520"
"Скисание молока является химическим процессом. Так как в нем одни бактерии превращаются в другие.";"1";"5426521"
"скисание молока в тёплой комнате, потому что происходит окисление молока ";"1";"5426522"
"скисание молока в тёплой комнате. так как молоко меняет свой химический состав.";"2";"5426523"
"скисание молока в тёплой комнате";"1";"5426524"
"скисание молока в теплой комнате-это химическое явление. При скисании молока выделяется газ,появляется осадок и образуется запах.";"1";"5426525"
"химической реакцией является скисание молока в теплой комнате, оно меняет вкус, цвет и запах";"1";"5426526"
"Скисание молока в тёплой комнате  является химическим явлением .Потому что происходит процесс превращения одного вещества в другое. ";"2";"5426527"
"Скисание молока в тёплой комнате. Превращается в другой продукт.";"2";"5426528"
"скисание молока, т.к. одним из признаков химического явления является выделение запаха, ни автомобиль, ни раскаленное железо не выделяют запаха, радуга - тоже. Так же когда молоко скисает, это является сменой состава самого вещества, когда как автомобиль и при большой скорости - автомобиль, и раскаленное железо и при нагревании железо";"1";"5426529"
"скисание молока в теплой комнате";"1";"5426530"
"химическое явление - это скисание молока в теплой комнате,потому что происходит преобразование.";"1";"5426531"
"Скисание молока в тёплой комнате является химическим явлением, потому что происходит превращение одного вещества в другое";"2";"5426532"
"Скисание молока в теплой комнате";"1";"5426533"
"Скисание молока в теплой комнате является химическим явлением , потому что меняется его агрегатное состояние и состав .";"2";"5426534"
"скисание молока в теплой воде ,потому что происходит процесс образования нового вещества ";"2";"5426535"
"Скисание молока в тёплой комнате является химическим явлением, потому что вырабатываются новые вещества.";"1";"5426536"
"Скисание молока в теплой комнате, так как при скисании молока происходит биохимический процесс: превращение лактозы с бактериями в молочную кислоту";"1";"5426537"
"Скисание молока в тёплой комнате, потому что меняется состав молока.";"2";"5426538"
"Скисание молока в теплой комнате, потому что происходит окисление веществ в молоке и получается химическая реакция веществ на температуру.";"2";"5426539"
"химическим явлением является скисание молока в теплой комнате так как при скисание сопровождается процессом брожения и выделением молочной кислоты из молока.";"1";"5426540"
"химическим явлением является скисание молока в теплой комнате, потому что при теплой температуре молекулы молока начинают сворачиваться и получается закваска.";"1";"5426541"
"Скисание молока в тёплой комнате. Потому что молоко само по себе имеет свойство киснуть и портиться как и все кисломолочные продукты. Если молоко держать в холодных местах, то оно продержится дольше. А если хранить молоко в тёплом помещении, то оно начнёт киснуть. Это как раз и демонстрирует химическое явление.";"1";"5426542"
"скисание молока в теплой комнате является химическим процессом.потому что при химических явлениях выделяются и образуются новые вещества.также и при скисании молока-образовались новые вещества.";"2";"5426543"
"Ответ: Скисание молока в тёплой комнате.
Пояснение: Из за не подходящего климата для продукта и таким образом одни вещества меняются на другие.";"1";"5426544"
"скисание молока в теплой комнате потомучто идет окисление продукта ";"2";"5426545"
"Скисание молока в теплой комнате является химическим процессом так, как меняется его состав (бактерии, 
 белков, жиров)";"1";"5426546"
"Скисание молока в тёплой комнате  так как происходит окисление жидкости ";"2";"5426547"
"Химическим явлением, является скисание молока в теплой комнате, так как все остальные, представленные на картинках явления-физические.";"1";"5426548"
"Скисания молока в теплой комнате в молоке есть вещества при взаимодействие с теплом начинается процес
свертывания молока.";"1";"5426549"
"появление радуги после дождя является химическим явлением. Движение автомобиля- физическое, так как автомобиль движется, при этом сохраняет своё агрегатное и физическое состояние. Молоко скисает, однако, скисшее молоко всё равно остаётся молоком, изменив только жидкое состояние на густое. Излучение света раскалённым металлом является физическим явлением, так как происходит повышение температуры, однако металл, остаётся металлом.";"0";"5426550"
"скисание молока в теплой комнате, потому что жидкое тело превращается в твердое";"1";"5426551"
"химическим явлением является скисание молока в тёплой комнате , так молоко это вещество которое скисает при комнатной температуре в нём образуется молекулы и они окисляются и молоко скисает";"2";"5426552"
"Химическим явлением является скисание молока в тёплой комнате. Это можно объяснить тем, что меняется состав вещества.";"1";"5426553"
"Из представленных явлений химическим является скисание молока в теплой комнате, т. к. изменяется агрегатное состояния вещества, появляется запах, изменяется цвет";"1";"5426554"
"Скисание молока в тёплой комнате. В отличии от других явлений во время этого процесса образуется новое вещество, изменяется химический состав молока.";"2";"5426555"
"Химическим явлением является скисание молока в теплой комнате, так как меняется его состав и просходит выделение запаха";"1";"5426556"
"Химическим явлением является скисание молока так как появляется новое вещество.";"2";"5426557"
"химическим явлением является скисание молока в теплой комнате. Изменяется состав вещества.";"2";"5426558"
"Химическим явлением является скисание молока в теплой комнате .Так как состав вещества меняется.Появление запаха.Выделение жидкости.Меняется цвет.";"2";"5426559"
"Скисание молока в теплой комнате так как только данный процесс сопровождается образованием нового вещества";"2";"5426560"
"Скисание молока в теплой комнате является химическим явлением, так как при скисании молока меняется состав вещества, появляется осадок и запах.";"2";"5426561"
"Излучение света раскалённым металлом, так как при этом явлении происходит такой признак химических реакций, как выделение света";"0";"5426562"
"Скисание молока является химическим явлением, так как мы видим признак химической реакции - появление осадка";"1";"5426563"
"Излучение света раскаленным металлом -- химическое явление, т. к. излучается свет, что является признаком химического явления.";"0";"5426564"
"Скисание молока в теплой комнате - это химическое явление, так как меняется состав вещества. Признак - появление запаха.";"1";"5426565"
"Скисание молока в теплой комнате является химическим явлением, так как при этом явлении образуется новое вещество.";"2";"5426566"
"Химическим является излучение света раскаленным металлом, потому что при химических процессах образуются другие вещества, выделяются осадки, свет и появляется запах, что и происходит с раскаленным металлом.";"0";"5426567"
"Скисание молока в теплой комнате, потому что вещество само меняется и его молекулы тоже.";"2";"5426568"
"Явление называют физическим если объект не меняет агрегатное состояние. Скисание молока же меняет в отличие от других показанных картинок.";"1";"5426569"
"Скисание молока в тёплой комнате, так как образуется новое вещество. Меняется запах, вкус.";"2";"5426570"
"Скисание молока в теплой комнате. Так как происходит скисание и меняется внутренний состав вещества, меняется вкус, цвет.";"1";"5426571"
"скисание молока в темной комнате.
Это химическое явление, так как происходит образование нового вещества ";"2";"5426572"
"Скисание молока, так как меняется состав вещества.";"1";"5426573"
"Скисание молока в теплой комнате - это химическое явление, так как молоко изменяет свое состояние и совершает превращение.  В процессе скисания молока, из него выпадает белый остаток, и оно становится более густым, и вязким, что является химической реакцией";"1";"5426574"
"Химическим явлением изображено на картинке №3 - скисание молока в теплой комнате. Обосновать это можно тем, что при скисании молока происходит химическая реакция, провоцируемая некоторыми бактериями, а сам получившийся после этого продукт - результат переработки молока бактериями. ";"1";"5426575"
"скисание молока в теплой комнате является химическим. в результате скисания молоко начинает процесс брожжения";"1";"5426576"
"Скисание молока в теплой комнате, поскольку кислород, находящийся в комнате попадает в банку с молоком и вступает в реакцию с молоком - окисление.";"2";"5426577"
"Скисание молока в теплой комнате, так как движение автомоическаябиля по закругленной дороге - это механическая физика, излучение света раскаленным металлом - это тепловая физика, а появление радуги после дождя - оптическая физика.";"1";"5426578"
"Скисание молока в теплой комнате. 
Молоко окисляется из-за кислорода.";"2";"5426579"
"Скисание молока в теплой комнате является химическим явлением, так как в итоге реакции образуются два новых вещества";"2";"5426580"
"скисание молока,потому что химические вещества в нем разлагаются, нежели в остальных вариантах";"1";"5426581"
"Из представленных вариантов ответов на мой взгляд,правильное это-скисание молока
Так-как кислород ''плохо'' влияет на закваску ";"1";"5426582"
"Скисание молока в тёплой комнате, так как молоко меняет химический состав в связи с нагреванием";"1";"5426583"
"Скисание молока в теплой комнате - на молоко влияет тепло и вещество(т.e. молоко) меняет свою структуру ";"1";"5426584"
"Химическим явлением считается скисание молока.
Определение химических и физических явлений - 
Физические явления - это процессы, в ходе которых состав вещества не меняется и не образуется новых веществ.
Химические явления - это процессы, в ходе которых появляется одно или несколько новых веществ.
Соответственно,
Движение автомобиля - физическое явление (центробежная сила)
Излучение света раскаленным металлом - физическое явление (преобразование энергии)
Появление радуги после дождя - физическое явление (преломление света)
Скисание молока - химическое явление (изменение состава вещества)";"2";"5426585"
